seed,timestamp,maze_idx,maze_step,action,prev_pos,new_pos,moved,visited_goal,left_goal,reward
813567045,2026-06-17T19:33:53.621879+00:00,0,12,ArrowUp,"[8, 9]","[7, 9]",True,,,0
813567045,2026-06-17T19:33:53.790189+00:00,0,13,ArrowUp,"[7, 9]","[6, 9]",True,,,0
813567045,2026-06-17T19:33:53.991249+00:00,0,14,ArrowUp,"[6, 9]","[5, 9]",True,,,0
813567045,2026-06-17T19:33:54.206223+00:00,0,15,ArrowRight,"[5, 9]","[5, 10]",True,,,0
813567045,2026-06-17T19:33:54.529773+00:00,0,16,ArrowRight,"[5, 10]","[5, 11]",True,1,,0
813567045,2026-06-17T19:33:55.313721+00:00,0,17,ArrowLeft,"[5, 11]","[5, 10]",True,,1,0
813567045,2026-06-17T19:33:55.515482+00:00,0,18,ArrowUp,"[5, 10]","[4, 10]",True,,,0
813567045,2026-06-17T19:33:55.724744+00:00,0,19,ArrowUp,"[4, 10]","[3, 10]",True,,,0
813567045,2026-06-17T19:33:55.796441+00:00,0,20,ArrowLeft,"[3, 10]","[3, 9]",True,,,0
813567045,2026-06-17T19:33:55.990187+00:00,0,21,ArrowUp,"[3, 9]","[2, 9]",True,,,0
813567045,2026-06-17T19:33:56.064519+00:00,0,22,ArrowLeft,"[2, 9]","[2, 8]",True,,,0
813567045,2026-06-17T19:33:56.330506+00:00,0,23,ArrowLeft,"[2, 8]","[2, 7]",True,,,0
813567045,2026-06-17T19:33:56.513719+00:00,0,24,ArrowLeft,"[2, 7]","[2, 6]",True,,,0
813567045,2026-06-17T19:33:56.672956+00:00,0,25,ArrowLeft,"[2, 6]","[2, 5]",True,,,0
813567045,2026-06-17T19:33:56.823475+00:00,0,26,ArrowLeft,"[2, 5]","[2, 4]",True,,,0
813567045,2026-06-17T19:33:56.981596+00:00,0,27,ArrowLeft,"[2, 4]","[2, 3]",True,0,,0
813567045,2026-06-17T19:33:58.038245+00:00,0,28,ArrowDown,"[2, 3]","[3, 3]",True,,0,0
813567045,2026-06-17T19:33:58.204222+00:00,0,29,ArrowDown,"[3, 3]","[4, 3]",True,,,0
813567045,2026-06-17T19:33:58.383462+00:00,0,30,ArrowDown,"[4, 3]","[5, 3]",True,,,0
813567045,2026-06-17T19:33:58.577602+00:00,0,30,ArrowDown,"[5, 3]","[5, 3]",False,,,0
813567045,2026-06-17T19:33:58.728766+00:00,0,31,ArrowLeft,"[5, 3]","[5, 2]",True,,,0
813567045,2026-06-17T19:33:58.989639+00:00,0,32,ArrowDown,"[5, 2]","[6, 2]",True,,,0
813567045,2026-06-17T19:33:59.189831+00:00,0,33,ArrowDown,"[6, 2]","[7, 2]",True,,,0
813567045,2026-06-17T19:33:59.329958+00:00,0,34,ArrowLeft,"[7, 2]","[7, 1]",True,2,,1
813567045,2026-06-17T19:34:03.231851+00:00,1,1,ArrowDown,"[3, 2]","[4, 2]",True,,,0
813567045,2026-06-17T19:34:03.462284+00:00,1,2,ArrowDown,"[4, 2]","[5, 2]",True,,,0
813567045,2026-06-17T19:34:03.622285+00:00,1,3,ArrowDown,"[5, 2]","[6, 2]",True,,,0
813567045,2026-06-17T19:34:03.786978+00:00,1,4,ArrowDown,"[6, 2]","[7, 2]",True,,,0
813567045,2026-06-17T19:34:03.948538+00:00,1,5,ArrowDown,"[7, 2]","[8, 2]",True,,,0
813567045,2026-06-17T19:34:04.106494+00:00,1,6,ArrowDown,"[8, 2]","[9, 2]",True,,,0
813567045,2026-06-17T19:34:04.277616+00:00,1,7,ArrowDown,"[9, 2]","[10, 2]",True,,,0
813567045,2026-06-17T19:34:04.421185+00:00,1,8,ArrowDown,"[10, 2]","[11, 2]",True,2,,1
813567045,2026-06-17T19:34:07.787387+00:00,2,1,ArrowRight,"[2, 7]","[2, 8]",True,,,0
813567045,2026-06-17T19:34:10.582145+00:00,2,2,ArrowRight,"[2, 8]","[2, 9]",True,,,0
813567045,2026-06-17T19:34:10.797816+00:00,2,3,ArrowDown,"[2, 9]","[3, 9]",True,,,0
813567045,2026-06-17T19:34:10.977081+00:00,2,4,ArrowDown,"[3, 9]","[4, 9]",True,,,0
813567045,2026-06-17T19:34:11.147268+00:00,2,5,ArrowDown,"[4, 9]","[5, 9]",True,1,,0
813567045,2026-06-17T19:34:11.452595+00:00,2,6,ArrowDown,"[5, 9]","[6, 9]",True,,1,0
813567045,2026-06-17T19:34:11.919925+00:00,2,7,ArrowDown,"[6, 9]","[7, 9]",True,,,0
813567045,2026-06-17T19:34:12.064057+00:00,2,8,ArrowLeft,"[7, 9]","[7, 8]",True,,,0
813567045,2026-06-17T19:34:12.241079+00:00,2,9,ArrowLeft,"[7, 8]","[7, 7]",True,3,,1
813567045,2026-06-17T19:34:15.339573+00:00,3,1,ArrowRight,"[3, 8]","[3, 9]",True,,,0
813567045,2026-06-17T19:34:16.632857+00:00,3,2,ArrowLeft,"[3, 9]","[3, 8]",True,,,0
813567045,2026-06-17T19:34:16.953705+00:00,3,3,ArrowLeft,"[3, 8]","[3, 7]",True,,,0
813567045,2026-06-17T19:34:17.257575+00:00,3,4,ArrowUp,"[3, 7]","[2, 7]",True,,,0
813567045,2026-06-17T19:34:17.411743+00:00,3,5,ArrowLeft,"[2, 7]","[2, 6]",True,,,0
813567045,2026-06-17T19:34:17.595683+00:00,3,6,ArrowLeft,"[2, 6]","[2, 5]",True,,,0
813567045,2026-06-17T19:34:18.321100+00:00,3,7,ArrowDown,"[2, 5]","[3, 5]",True,,,0
813567045,2026-06-17T19:34:18.570377+00:00,3,8,ArrowLeft,"[3, 5]","[3, 4]",True,,,0
813567045,2026-06-17T19:34:18.771913+00:00,3,9,ArrowLeft,"[3, 4]","[3, 3]",True,,,0
813567045,2026-06-17T19:34:18.938600+00:00,3,10,ArrowDown,"[3, 3]","[4, 3]",True,,,0
813567045,2026-06-17T19:34:19.247861+00:00,3,11,ArrowDown,"[4, 3]","[5, 3]",True,,,0
813567045,2026-06-17T19:34:19.326736+00:00,3,12,ArrowLeft,"[5, 3]","[5, 2]",True,,,0
813567045,2026-06-17T19:34:19.582489+00:00,3,13,ArrowDown,"[5, 2]","[6, 2]",True,,,0
813567045,2026-06-17T19:34:19.788696+00:00,3,14,ArrowDown,"[6, 2]","[7, 2]",True,,,0
813567045,2026-06-17T19:34:20.010949+00:00,3,15,ArrowDown,"[7, 2]","[8, 2]",True,,,0
813567045,2026-06-17T19:34:20.213795+00:00,3,16,ArrowRight,"[8, 2]","[8, 3]",True,2,,1
